Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","184","Cook Islands","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","13.289","X","Figure from international organizations",""
"OA","Annual population","188","Costa Rica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","5153.957","X","Figure from international organizations",""
"OA","Annual population","188","Costa Rica","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","944.993","X","Figure from international organizations",""
"OA","Annual population","188","Costa Rica","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","4142.55","X","Figure from international organizations",""
"OA","Annual population","384","Côte d'Ivoire","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","27478.249","X","Figure from international organizations",""
"OA","Annual population","384","Côte d'Ivoire","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","12828.984","X","Figure from international organizations",""
"OA","Annual population","384","Côte d'Ivoire","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","13998.744","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","4060.135","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","1723.776","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","2368.602","X","Figure from international organizations",""
"OA","Annual population","192","Cuba","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","11256.372","X","Figure from international organizations",""
"OA","Annual population","192","Cuba","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","2611.407","X","Figure from international organizations",""
"OA","Annual population","192","Cuba","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","8888.324","X","Figure from international organizations",""
"OA","Annual population","531","Curaçao","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","190.338","X","Figure from international organizations",""
"OA","Annual population","531","Curaçao","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","18.029","X","Figure from international organizations",""
"OA","Annual population","531","Curaçao","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","146.429","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1244.188","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","402.982","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","812.868","X","Figure from international organizations",""
"OA","Annual population","203","Czechia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","10510.751","X","Figure from international organizations",""
"OA","Annual population","203","Czechia","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","2742.083","X","Figure from international organizations",""
