Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01371","Almonds, in shell","2022","2022","t","64000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","t","17883.38","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01341","Apples","2022","2022","t","318000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01343","Apricots","2022","2022","t","170507.92","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0115","Barley","2022","2022","t","110000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01229","Cantaloupes and other melons","2022","2022","t","809194.26","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","2002.72","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","14327.13","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","t","9221.22","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","20825","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21159.02","Edible offals of camels and other camelids, fresh, chilled or frozen","2022","2022","t","544.32","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21519.02","Fat of camels","2022","2022","t","254.01","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01315","Figs","2022","2022","t","29437.38","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2022","2022","t","8010.44","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21515","Goat fat, unrendered","2022","2022","t","1747.18","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01330","Grapes","2022","2022","t","910000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","21564.4","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","431288","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01441","Linseed","2022","2022","t","29000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0112","Maize (corn)","2022","2022","t","311000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21117.01","Meat of camels, fresh or chilled","2022","2022","t","3628.77","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","81649.23","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","28790.74","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","47562.08","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","102000","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2022","2022","t","1671.6","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01442","Mustard seed","2022","2022","t","1032.98","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02910","Natural honey","2022","2022","t","1406.11","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01450","Olives","2022","2022","t","7687.24","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","541000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01323","Oranges","2022","2022","t","8261.21","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","t","37783.89","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","18501.35","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","61977.16","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","t","2203.13","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","54454.23","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","10.89","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01349.20","Other stone fruits","2022","2022","t","50457.67","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","766887.84","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01345","Peaches and nectarines","2022","2022","t","97704.88","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01342.01","Pears","2022","2022","t","32000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01375","Pistachios, in shell","2022","2022","t","2800.16","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01346","Plums and sloes","2022","2022","t","45889.52","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2022","2022","t","889000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","13402.8","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","7182.84","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","16150","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02293","Raw milk of camel","2022","2022","t","6774.81","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2022","2022","t","1945903.74","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02292","Raw milk of goats","2022","2022","t","118312.66","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02291","Raw milk of sheep","2022","2022","t","162269.88","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2022","2022","t","592000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01921.01","Seed cotton, unginned","2022","2022","t","73516.13","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01444","Sesame seed","2022","2022","t","42000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","21514","Sheep fat, unrendered","2022","2022","t","5737.5","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","12108.38","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02944","Silk-worm cocoons suitable for reeling","2022","2022","t","500","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01801","Sugar beet","2022","2022","t","6000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2022","2022","t","58000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01445","Sunflower seed","2022","2022","t","831.24","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01376","Walnuts, in shell","2022","2022","t","20000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01221","Watermelons","2022","2022","t","911090.55","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2022","2022","t","3810000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01341","Apples","2022","2022","t","103645","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01343","Apricots","2022","2022","t","5500","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2022","2022","t","19014","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2022","2022","t","21770","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01702","Broad beans and horse beans, dry","2022","2022","t","207.96","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01243","Broad beans and horse beans, green","2022","2022","t","109.02","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01212","Cabbages","2022","2022","t","66696","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01229","Cantaloupes and other melons","2022","2022","t","56420.7","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01251","Carrots and turnips","2022","2022","t","9538.8","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","1290.44","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01213","Cauliflowers and broccoli","2022","2022","t","7676","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2022","2022","t","24357","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01373","Chestnuts, in shell","2022","2022","t","6022","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","97017.5","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","129896.1","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01314","Dates","2022","2022","t","12084","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","3703.01","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","t","2454","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","t","566.72","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","5347.95","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01233","Eggplants (aubergines)","2022","2022","t","33889.5","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","t","200","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5513","Production","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","1000 No","3120","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21511.01","Fat of pigs","2022","2022","t","566.72","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01315","Figs","2022","2022","t","23464","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21515","Goat fat, unrendered","2022","2022","t","286.3","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01330","Grapes","2022","2022","t","217883","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01252","Green garlic","2022","2022","t","19038.7","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","48918","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","776474","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01659","Hop cones","2022","2022","t","1780.02","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01254","Leeks and other alliaceous vegetables","2022","2022","t","39124.5","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01322","Lemons and limes","2022","2022","t","5782","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01214","Lettuce and chicory","2022","2022","t","36379","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2022","2022","t","401419","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","29736.3","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","16335.57","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","7771","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","8500.8","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","17113.43","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","1211","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01270","Mushrooms and truffles","2022","2022","t","100","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02910","Natural honey","2022","2022","t","5390.67","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2022","2022","t","34157","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01239.01","Okra","2022","2022","t","8094.37","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01450","Olives","2022","2022","t","157710","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","108913.2","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01253.01","Onions and shallots, green","2022","2022","t","51546.6","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01323","Oranges","2022","2022","t","14294","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01241.90","Other beans, green","2022","2022","t","13203","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","11","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","3186","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21170.92","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2022","2022","t","168.06","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","t","11561","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","721.42","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","345.73","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01349.20","Other stone fruits","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","38802.5","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01345","Peaches and nectarines","2022","2022","t","22472","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01342.01","Pears","2022","2022","t","14975","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01242","Peas, green","2022","2022","t","8782","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01346","Plums and sloes","2022","2022","t","45141","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2022","2022","t","262673","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01235","Pumpkins, squash and gourds","2022","2022","t","30002.2","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01342.02","Quinces","2022","2022","t","5330","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","6171.69","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","1840.5","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","4991.42","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02211","Raw milk of cattle","2022","2022","t","849690.26","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02292","Raw milk of goats","2022","2022","t","78478.79","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02291","Raw milk of sheep","2022","2022","t","71103.99","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0116","Rye","2022","2022","t","3115","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01921.01","Seed cotton, unginned","2022","2022","t","767.14","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21514","Sheep fat, unrendered","2022","2022","t","998.28","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","2341","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0114","Sorghum","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2022","2022","t","17542.02","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0141","Soya beans","2022","2022","t","686","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01215","Spinach","2022","2022","t","29640","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01354","Strawberries","2022","2022","t","6290","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01801","Sugar beet","2022","2022","t","21253","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01445","Sunflower seed","2022","2022","t","789","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01324","Tangerines, mandarins, clementines","2022","2022","t","35161","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01234","Tomatoes","2022","2022","t","315057.3","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01970","Unmanufactured tobacco","2022","2022","t","1792","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01709.01","Vetches","2022","2022","t","1881.36","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01221","Watermelons","2022","2022","t","256798.2","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2022","2022","t","233145","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01371","Almonds, in shell","2022","2022","t","62988.46","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01341","Apples","2022","2022","t","539852.35","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01343","Apricots","2022","2022","t","203916.41","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01216","Artichokes","2022","2022","t","124305.3","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01312","Bananas","2022","2022","t","236.75","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0115","Barley","2022","2022","t","1600000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5510","Production","01701","Beans, dry","2022","2022","t","3290.82","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01702","Broad beans and horse beans, dry","2022","2022","t","44352.99","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01243","Broad beans and horse beans, green","2022","2022","t","287210.22","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01212","Cabbages","2022","2022","t","155164.37","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01251","Carrots and turnips","2022","2022","t","427954.95","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","2848.39","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01213","Cauliflowers and broccoli","2022","2022","t","251934.8","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2022","2022","t","11158.61","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01703","Chick peas, dry","2022","2022","t","37990.52","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","t","14875.81","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","486636.17","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","190924.98","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01314","Dates","2022","2022","t","1247403.75","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","22217.41","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","t","3848.77","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","t","10.95","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","43645.12","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21159.02","Edible offals of camels and other camelids, fresh, chilled or frozen","2022","2022","t","1035.78","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2022","2022","t","34.25","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01233","Eggplants (aubergines)","2022","2022","t","207548.83","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21519.02","Fat of camels","2022","2022","t","210.99","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21511.01","Fat of pigs","2022","2022","t","21.25","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01315","Figs","2022","2022","t","112266.9","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21515","Goat fat, unrendered","2022","2022","t","577.32","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01330","Grapes","2022","2022","t","627325.49","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01252","Green garlic","2022","2022","t","202059.51","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0142","Groundnuts, excluding shelled","2022","2022","t","18154.95","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","311930.12","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","6238602","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21118.01","Horse meat, fresh or chilled","2022","2022","t","305.79","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01322","Lemons and limes","2022","2022","t","86014.54","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01704","Lentils, dry","2022","2022","t","5078.79","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01356","Locust beans (carobs)","2022","2022","t","3380.16","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0112","Maize (corn)","2022","2022","t","11371.32","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21117.01","Meat of camels, fresh or chilled","2022","2022","t","7097.02","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","148116.09","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","274862.81","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","19243.84","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","107.9","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2022","2022","t","8353.41","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","344937.26","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","520.93","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2022","2022","t","1584.35","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","02910","Natural honey","2022","2022","t","5617.25","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0117","Oats","2022","2022","t","105000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5510","Production","01450","Olives","2022","2022","t","822973.59","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","1763117.95","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01253.01","Onions and shallots, green","2022","2022","t","352.15","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01323","Oranges","2022","2022","t","1209559.96","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01241.90","Other beans, green","2022","2022","t","91309.43","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","602.22","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","121346.3","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","1020.25","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01349.20","Other stone fruits","2022","2022","t","29628.93","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01319","Other tropical fruits, n.e.c.","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","1544193.24","I","Imputed value",""
