Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RFN","Fertilizers by Nutrient","218","Ecuador","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","85.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","218","Ecuador","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","22.35","E","Estimated value",""
"RFN","Fertilizers by Nutrient","218","Ecuador","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","46.46","E","Estimated value",""
"RFN","Fertilizers by Nutrient","818","Egypt","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","330.41","E","Estimated value",""
"RFN","Fertilizers by Nutrient","818","Egypt","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","64.18","E","Estimated value",""
"RFN","Fertilizers by Nutrient","818","Egypt","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","19.57","E","Estimated value",""
"RFN","Fertilizers by Nutrient","222","El Salvador","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","59.19","E","Estimated value",""
"RFN","Fertilizers by Nutrient","222","El Salvador","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","11.88","E","Estimated value",""
"RFN","Fertilizers by Nutrient","222","El Salvador","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","4.39","E","Estimated value",""
"RFN","Fertilizers by Nutrient","226","Equatorial Guinea","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","5.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","226","Equatorial Guinea","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","1.76","E","Estimated value",""
"RFN","Fertilizers by Nutrient","226","Equatorial Guinea","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","2.39","E","Estimated value",""
"RFN","Fertilizers by Nutrient","232","Eritrea","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","2.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","232","Eritrea","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RFN","Fertilizers by Nutrient","232","Eritrea","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RFN","Fertilizers by Nutrient","233","Estonia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","66.34","E","Estimated value",""
"RFN","Fertilizers by Nutrient","233","Estonia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","16.1","E","Estimated value",""
"RFN","Fertilizers by Nutrient","233","Estonia","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","20.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","748","Eswatini","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","29.63","E","Estimated value",""
"RFN","Fertilizers by Nutrient","748","Eswatini","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","14.26","E","Estimated value",""
"RFN","Fertilizers by Nutrient","748","Eswatini","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","9.93","E","Estimated value",""
"RFN","Fertilizers by Nutrient","231","Ethiopia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","25.59","E","Estimated value",""
"RFN","Fertilizers by Nutrient","231","Ethiopia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","11.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","231","Ethiopia","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0.12","E","Estimated value",""
"RFN","Fertilizers by Nutrient","242","Fiji","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","21.82","E","Estimated value",""
"RFN","Fertilizers by Nutrient","242","Fiji","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","12.3","E","Estimated value",""
"RFN","Fertilizers by Nutrient","242","Fiji","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","8.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","246","Finland","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","45.42","E","Estimated value",""
"RFN","Fertilizers by Nutrient","246","Finland","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","13.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","246","Finland","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","16.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","250","France","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","87.26","E","Estimated value",""
"RFN","Fertilizers by Nutrient","250","France","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","19.26","E","Estimated value",""
"RFN","Fertilizers by Nutrient","250","France","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","24.1","E","Estimated value",""
"RFN","Fertilizers by Nutrient","266","Gabon","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","7.47","E","Estimated value",""
"RFN","Fertilizers by Nutrient","266","Gabon","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","5.67","E","Estimated value",""
"RFN","Fertilizers by Nutrient","266","Gabon","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","5.41","E","Estimated value",""
"RFN","Fertilizers by Nutrient","270","Gambia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","1.06","E","Estimated value",""
"RFN","Fertilizers by Nutrient","270","Gambia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","1","E","Estimated value",""
"RFN","Fertilizers by Nutrient","270","Gambia","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0.14","E","Estimated value",""
"RFN","Fertilizers by Nutrient","276","Germany","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","73.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","276","Germany","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","8.7","E","Estimated value",""
"RFN","Fertilizers by Nutrient","276","Germany","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","21.91","E","Estimated value",""
"RFN","Fertilizers by Nutrient","288","Ghana","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","10.36","E","Estimated value",""
"RFN","Fertilizers by Nutrient","288","Ghana","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","6.65","E","Estimated value",""
"RFN","Fertilizers by Nutrient","288","Ghana","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","6.71","E","Estimated value",""
"RFN","Fertilizers by Nutrient","300","Greece","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","63.02","E","Estimated value",""
"RFN","Fertilizers by Nutrient","300","Greece","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","20.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","300","Greece","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","16.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","308","Grenada","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","8.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","308","Grenada","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","12.74","E","Estimated value",""
"RFN","Fertilizers by Nutrient","308","Grenada","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","5.97","E","Estimated value",""
"RFN","Fertilizers by Nutrient","320","Guatemala","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","69.33","E","Estimated value",""
"RFN","Fertilizers by Nutrient","320","Guatemala","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","22.8","E","Estimated value",""
"RFN","Fertilizers by Nutrient","320","Guatemala","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","32.4","E","Estimated value",""
"RFN","Fertilizers by Nutrient","324","Guinea","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","1.79","E","Estimated value",""
"RFN","Fertilizers by Nutrient","324","Guinea","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","2.02","E","Estimated value",""
"RFN","Fertilizers by Nutrient","324","Guinea","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","1.59","E","Estimated value",""
"RFN","Fertilizers by Nutrient","624","Guinea-Bissau","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","9.54","E","Estimated value",""
"RFN","Fertilizers by Nutrient","624","Guinea-Bissau","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","4.13","E","Estimated value",""
"RFN","Fertilizers by Nutrient","624","Guinea-Bissau","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","3.63","E","Estimated value",""
"RFN","Fertilizers by Nutrient","328","Guyana","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","44.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","328","Guyana","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","7.56","E","Estimated value",""
"RFN","Fertilizers by Nutrient","328","Guyana","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","4.4","E","Estimated value",""
"RFN","Fertilizers by Nutrient","332","Haiti","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","0.31","E","Estimated value",""
"RFN","Fertilizers by Nutrient","332","Haiti","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","2.68","E","Estimated value",""
"RFN","Fertilizers by Nutrient","332","Haiti","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","2.73","E","Estimated value",""
"RFN","Fertilizers by Nutrient","340","Honduras","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","64.81","E","Estimated value",""
"RFN","Fertilizers by Nutrient","340","Honduras","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","20.57","E","Estimated value",""
"RFN","Fertilizers by Nutrient","340","Honduras","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","34.87","E","Estimated value",""
"RFN","Fertilizers by Nutrient","348","Hungary","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","104.96","E","Estimated value",""
"RFN","Fertilizers by Nutrient","348","Hungary","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","26.17","E","Estimated value",""
"RFN","Fertilizers by Nutrient","348","Hungary","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","25.04","E","Estimated value",""
"RFN","Fertilizers by Nutrient","352","Iceland","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","101.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","352","Iceland","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","14.89","E","Estimated value",""
"RFN","Fertilizers by Nutrient","352","Iceland","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","23.78","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","115.97","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","46.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","15.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","360","Indonesia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","68.46","E","Estimated value",""
"RFN","Fertilizers by Nutrient","360","Indonesia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","22.34","E","Estimated value",""
"RFN","Fertilizers by Nutrient","360","Indonesia","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","46.21","E","Estimated value",""
"RFN","Fertilizers by Nutrient","364","Iran (Islamic Republic of)","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","51.35","E","Estimated value",""
"RFN","Fertilizers by Nutrient","364","Iran (Islamic Republic of)","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","6.25","E","Estimated value",""
"RFN","Fertilizers by Nutrient","364","Iran (Islamic Republic of)","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","3.35","E","Estimated value",""
"RFN","Fertilizers by Nutrient","368","Iraq","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","31.81","E","Estimated value",""
"RFN","Fertilizers by Nutrient","368","Iraq","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","17.64","E","Estimated value",""
"RFN","Fertilizers by Nutrient","368","Iraq","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0.96","E","Estimated value",""
"RFN","Fertilizers by Nutrient","372","Ireland","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","210.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","372","Ireland","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","72.1","E","Estimated value",""
"RFN","Fertilizers by Nutrient","372","Ireland","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","145.12","E","Estimated value",""
"RFN","Fertilizers by Nutrient","376","Israel","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","96.56","E","Estimated value",""
"RFN","Fertilizers by Nutrient","376","Israel","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","14.52","E","Estimated value",""
"RFN","Fertilizers by Nutrient","376","Israel","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","97.57","E","Estimated value",""
"RFN","Fertilizers by Nutrient","380","Italy","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","61.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","380","Italy","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","26.4","E","Estimated value",""
"RFN","Fertilizers by Nutrient","380","Italy","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","14.84","E","Estimated value",""
"RFN","Fertilizers by Nutrient","388","Jamaica","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","20.68","E","Estimated value",""
"RFN","Fertilizers by Nutrient","388","Jamaica","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","14.18","E","Estimated value",""
"RFN","Fertilizers by Nutrient","388","Jamaica","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","6.81","E","Estimated value",""
"RFN","Fertilizers by Nutrient","392","Japan","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","65.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","392","Japan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","74.04","E","Estimated value",""
"RFN","Fertilizers by Nutrient","392","Japan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","43.38","E","Estimated value",""
"RFN","Fertilizers by Nutrient","400","Jordan","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","87.02","E","Estimated value",""
"RFN","Fertilizers by Nutrient","400","Jordan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","3.88","E","Estimated value",""
"RFN","Fertilizers by Nutrient","400","Jordan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","7.57","E","Estimated value",""
"RFN","Fertilizers by Nutrient","398","Kazakhstan","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","2.72","E","Estimated value",""
"RFN","Fertilizers by Nutrient","398","Kazakhstan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","1.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","398","Kazakhstan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","404","Kenya","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","26.8","E","Estimated value",""
"RFN","Fertilizers by Nutrient","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","23.8","E","Estimated value",""
"RFN","Fertilizers by Nutrient","404","Kenya","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","4.29","E","Estimated value",""
"RFN","Fertilizers by Nutrient","296","Kiribati","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RFN","Fertilizers by Nutrient","296","Kiribati","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RFN","Fertilizers by Nutrient","296","Kiribati","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RFN","Fertilizers by Nutrient","414","Kuwait","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","227.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","414","Kuwait","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","138.65","E","Estimated value",""
"RFN","Fertilizers by Nutrient","414","Kuwait","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","113.34","E","Estimated value",""
"RFN","Fertilizers by Nutrient","417","Kyrgyzstan","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","19.01","E","Estimated value",""
"RFN","Fertilizers by Nutrient","417","Kyrgyzstan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","2.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","417","Kyrgyzstan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0.33","E","Estimated value",""
"RFN","Fertilizers by Nutrient","418","Lao People's Democratic Republic","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","27.52","E","Estimated value",""
"RFN","Fertilizers by Nutrient","418","Lao People's Democratic Republic","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","18.48","E","Estimated value",""
"RFN","Fertilizers by Nutrient","418","Lao People's Democratic Republic","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RFN","Fertilizers by Nutrient","428","Latvia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","61.74","E","Estimated value",""
"RFN","Fertilizers by Nutrient","428","Latvia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","23.9","E","Estimated value",""
"RFN","Fertilizers by Nutrient","428","Latvia","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","25.44","E","Estimated value",""
"RFN","Fertilizers by Nutrient","422","Lebanon","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","33.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","422","Lebanon","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","21.12","E","Estimated value",""
"RFN","Fertilizers by Nutrient","422","Lebanon","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","18.27","E","Estimated value",""
"RFN","Fertilizers by Nutrient","426","Lesotho","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","12.35","E","Estimated value",""
"RFN","Fertilizers by Nutrient","426","Lesotho","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","1.46","E","Estimated value",""
"RFN","Fertilizers by Nutrient","426","Lesotho","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0.82","E","Estimated value",""
"RFN","Fertilizers by Nutrient","430","Liberia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","1.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","430","Liberia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","1.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","430","Liberia","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","1.17","E","Estimated value",""
"RFN","Fertilizers by Nutrient","434","Libya","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","6.68","E","Estimated value",""
"RFN","Fertilizers by Nutrient","434","Libya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","5.01","E","Estimated value",""
"RFN","Fertilizers by Nutrient","434","Libya","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","0.66","E","Estimated value",""
"RFN","Fertilizers by Nutrient","440","Lithuania","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","80.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","440","Lithuania","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","23.85","E","Estimated value",""
"RFN","Fertilizers by Nutrient","440","Lithuania","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","32.66","E","Estimated value",""
"RFN","Fertilizers by Nutrient","442","Luxembourg","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","79.37","E","Estimated value",""
"RFN","Fertilizers by Nutrient","442","Luxembourg","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","9.47","E","Estimated value",""
"RFN","Fertilizers by Nutrient","442","Luxembourg","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","5.24","E","Estimated value",""
"RFN","Fertilizers by Nutrient","450","Madagascar","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","1.5","E","Estimated value",""
"RFN","Fertilizers by Nutrient","450","Madagascar","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","1.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","454","Malawi","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","64.38","E","Estimated value",""
"RFN","Fertilizers by Nutrient","454","Malawi","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","14.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","454","Malawi","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","13.3","E","Estimated value",""
"RFN","Fertilizers by Nutrient","458","Malaysia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","55.38","E","Estimated value",""
"RFN","Fertilizers by Nutrient","458","Malaysia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","21.67","E","Estimated value",""
"RFN","Fertilizers by Nutrient","458","Malaysia","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","136.9","E","Estimated value",""
"RFN","Fertilizers by Nutrient","462","Maldives","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","52.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","462","Maldives","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","18.73","E","Estimated value",""
"RFN","Fertilizers by Nutrient","462","Maldives","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","16.74","E","Estimated value",""
"RFN","Fertilizers by Nutrient","466","Mali","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","18.52","E","Estimated value",""
"RFN","Fertilizers by Nutrient","466","Mali","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","5.57","E","Estimated value",""
"RFN","Fertilizers by Nutrient","466","Mali","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","4.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","470","Malta","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","66.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","470","Malta","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","46.63","E","Estimated value",""
"RFN","Fertilizers by Nutrient","470","Malta","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","18.9","E","Estimated value",""
"RFN","Fertilizers by Nutrient","478","Mauritania","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","8.52","E","Estimated value",""
"RFN","Fertilizers by Nutrient","478","Mauritania","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","3.69","E","Estimated value",""
"RFN","Fertilizers by Nutrient","478","Mauritania","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","3.24","E","Estimated value",""
"RFN","Fertilizers by Nutrient","480","Mauritius","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","78.19","E","Estimated value",""
"RFN","Fertilizers by Nutrient","480","Mauritius","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","40.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","480","Mauritius","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","58.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","484","Mexico","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2021","2021","kg/ha","57.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","484","Mexico","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","27.65","E","Estimated value",""
