Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","391816","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4001","Urea","2021","2021","t","4877879","E","Estimated value"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","4508","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","523630","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","895342","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","150724","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","6953","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","3011","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","17905","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","288","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4027","PK compounds","2021","2021","t","24630","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","52","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","10564","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","3487","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4001","Urea","2021","2021","t","133733","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","279710","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","110241","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","66062","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","400590","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","257124","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","49830","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","14181","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4027","PK compounds","2021","2021","t","22208","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","56707","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","60162","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","19739","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","15553","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","86830","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4001","Urea","2021","2021","t","563865","A","Official figure"
"RFB","Fertilizers by Product","400","Jordan","5157","Agricultural Use","4030","Fertilizers n.e.c.","2021","2021","t","15072","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","17771","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","127217","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","288235","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","27389","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","17917","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4026","Other NK compounds","2021","2021","t","576","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","13934","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","1445","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","11701","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","38","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","13617","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","1035","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4001","Urea","2021","2021","t","88872","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","108909","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","34661","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","11363","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","186126","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","1419","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","6725","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","588","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4001","Urea","2021","2021","t","13053","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","12907","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","4057.92","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","40675.97","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","846.93","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","1894.55","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","191.67","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4026","Other NK compounds","2021","2021","t","39.08","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","790.24","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4027","PK compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4005","Sodium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4001","Urea","2021","2021","t","88.83","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","1859.19","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4026","Other NK compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4027","PK compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4005","Sodium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4001","Urea","2021","2021","t","1930000","A","Official figure"
"RFB","Fertilizers by Product","458","Malaysia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","13","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","1","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","1","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","0.5","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4001","Urea","2021","2021","t","31","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","38","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","5739","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","5821","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","2261","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4030","Fertilizers n.e.c.","2021","2021","t","1184","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","640","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","10086","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","626","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","158","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","434","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4027","PK compounds","2021","2021","t","53","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","4619","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","125","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","504","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","324","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","212","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4001","Urea","2021","2021","t","2748","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","745049","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","3097275","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","3115247","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","140982","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4001","Urea","2021","2021","t","225180","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","8103","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","415794","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","295682","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","58608","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","159225","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","29852","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","12418","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4005","Sodium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","899","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4001","Urea","2021","2021","t","79272","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","554","New Zealand","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","102388","A","Official figure"
"RFB","Fertilizers by Product","554","New Zealand","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","204414","A","Official figure"
"RFB","Fertilizers by Product","554","New Zealand","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","651351","A","Official figure"
"RFB","Fertilizers by Product","554","New Zealand","5157","Agricultural Use","4001","Urea","2021","2021","t","535078","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","17235.85","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","41037.39","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","1534.68","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","130000","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","27513","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","14056","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4026","Other NK compounds","2021","2021","t","1896","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","249","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","57.51","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","127","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","25.35","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4027","PK compounds","2021","2021","t","1994","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","35681.23","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","1212","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","1084.9","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4001","Urea","2021","2021","t","81695.55","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","17914","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","92401","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","720","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","16143","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4030","Fertilizers n.e.c.","2021","2021","t","727","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","366639","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4026","Other NK compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","1513","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","783","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4027","PK compounds","2021","2021","t","829","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","91","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","6927","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","320","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4005","Sodium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","260","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4001","Urea","2021","2021","t","131","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4026","Other NK compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4027","PK compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4005","Sodium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4001","Urea","2021","2021","t","1930000","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","0","A","Official figure"
